id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4877955841130713,MwHZe4K9j,6522813095,Hallozoea,#今年考研会扩招吗#无所吊谓反正只有考上和毕业这两个瞬间是快乐的,,,,今年考研会扩招吗,0,3,6,2023-03-11 04:06,iPhone客户端,,,
4877955446604348,MwHYArI5K,6396930510,冰糖葫芦泡汤圆,青岛考研寄宿&众创寄宿考研容纳5000人备考，规模大有保障吃住学一体，考研、考公、考编都可以高三般备考氛围，大学式生活环境VV;sdzc0902(去掉嘀我)寺，知道苦庵寺里会收留无家可归的妇人。五想了又想，苦恼地道：“我姆妈没有陪嫁的胭脂水粉铺子，不过有很好的几个田庄，但都在北方。要不，要不我就帮着那些人做绢花好了。我现在做的绢花可好看了。我姆妈前些日子都夸了我。给我外家送年节礼的时候把我给外祖母、,,,,,0,0,0,2023-03-11 04:04,微博网页版,"['https://wx4.sinaimg.cn/large/006YURQyly1hbvejyuz6jj30u01554a5.jpg', 'https://wx3.sinaimg.cn/large/006YURQyly1hbvejznwbjj30u0140tgf.jpg', 'https://wx3.sinaimg.cn/large/006YURQyly1hbvek0clygj30u013zafv.jpg', 'https://wx4.sinaimg.cn/large/006YURQyly1hbvek1zke4j30u0140dpf.jpg']",,
4877955304784274,MwHYmk4BI,6871375134,柚子and瓜瓜,考研本科会计跨考有什么建议的吗以后好就业的那种，不打算考公,,,,,0,1,1,2023-03-11 04:03,考研超话,,,
4877955257860246,MwHYhwYOa,6624946595,leon23考研必上岸,#历史学考研#想对未来想考这个科目的同学们说，历史学的学科特性注定它是一个需要积累，沉淀，苦读的学科，机灵未必可靠，唯有俯首桌前，潜心于史料书籍。它不会带给你丰厚的物质生活条件，它可以不断充实你的精神世界。它需要家庭给你一定的支撑才能让你走的更加长远，小众轻奢或是调侃，可也是不争的事实。倘若以未来就业为指引选择考研，三年后你或许会发现，除了机会不多的教师编，你能选择的只有竞争压力最大的公务员三不限岗位。如若热爱深入骨髓，那就加油，历史学天空之广阔足够你展翅翱翔。在选择院校之前，尽力避免压分院校，地区，不要让自己的热爱和努力随着压分化作冰冷的数字。自命题从大环境而言，各院校水分含量不一，慎报。愿诸君上岸，顺遂。,,,,历史学考研,0,3,26,2023-03-11 04:03,HUAWEI Mate 40 Pro,"['https://wx3.sinaimg.cn/large/007elBflly1hbvej6ekq1j30xg0mudli.jpg', 'https://wx4.sinaimg.cn/large/007elBflly1hbvej9i5ntj34682u8npg.jpg']",,
4877954403008803,MwHWUcCJ5,6462547626,徐成2514,兰州大学请问学姐学长，24考研想考兰州大学医学院，本科是二本，请问一志愿报会被歧视本科吗？,,,,,0,5,1,2023-03-11 04:00,兰州大学超话,,,
4877945271484550,MwHIb6ecm,2205043320,职场宋茜茜,考研英语最常考的100个熟词僻义。,,,,,0,0,0,2023-03-11 03:24,职场进化论超话,"['https://wx2.sinaimg.cn/large/ac32c3acgy1gyc9ifir9aj20go0odmzj.jpg', 'https://wx3.sinaimg.cn/large/ac32c3acgy1gyc9ifyomuj20go0ovwh2.jpg', 'https://wx4.sinaimg.cn/large/ac32c3acgy1gyc9igkrqkj20go0qf41c.jpg', 'https://wx4.sinaimg.cn/large/ac32c3acgy1gyc9igy00ij20go0q1774.jpg', 'https://wx3.sinaimg.cn/large/ac32c3acgy1gyc9ihgm05j20go0pi0uk.jpg', 'https://wx1.sinaimg.cn/large/ac32c3acgy1gyc9iidinrj20go0kddi0.jpg', 'https://wx4.sinaimg.cn/large/ac32c3acgy1gyc9iis9g6j20go0kojtn.jpg', 'https://wx2.sinaimg.cn/large/ac32c3acgy1gyc9ijg1q6j20go0kjtax.jpg', 'https://wx4.sinaimg.cn/large/ac32c3acgy1gyc9ijog6aj20go0k4tad.jpg']",,
4877945132286148,MwHHX9AJm,1276216251,王赟,【#2023年考研国家线公布#祝同学们取得理想成绩！】今天，2023年研考国家线发布↓↓此外，#考研调剂#服务系统将于4月6日开通，有调剂意愿的考生可关注，届时登录调剂系统和招生单位网站，查询招生单位调剂相关信息，按要求填报调剂志愿。,,,,2023年考研国家线公布,0,0,0,2023-03-11 03:23,,['https://wx3.sinaimg.cn/large/4c1183bbgy1hbvdcslrb6j20rs1o6b1y.jpg'],,
4877944944066586,MwHHEh3U6,5631562972,LuckY_and_X,22岁了，越长大越不想过生日，没打算过生日，只要我不说，就不会有人知道哈哈哈，但还是有人给我准备了惊喜，已经很久没有过生日了，22年从没有这么惊喜过，也从来没有这样过生日。真的好开心能认识这样一群人，特别感激她们为了制造惊喜筹划的一切。去tm的考研、考编、找工作、毕业论文，姐只想享受当下的快乐！愿我们前途一片光明！,,,,,0,4,3,2023-03-11 03:22,Redmi K40,"['https://wx3.sinaimg.cn/large/00697sMQgy1hbvcr9ga8wj31zv1hwb29.jpg', 'https://wx1.sinaimg.cn/large/00697sMQgy1hbvcrxaa5kj31zv1hwb29.jpg', 'https://wx2.sinaimg.cn/large/00697sMQgy1hbvd5ttm8dj31zv1hwb29.jpg', 'https://wx2.sinaimg.cn/large/00697sMQgy1hbvcx6eberj33343187wi.jpg', 'https://wx1.sinaimg.cn/large/00697sMQgy1hbvcx8wz35j3334318npd.jpg', 'https://wx2.sinaimg.cn/large/00697sMQgy1hbvd5sr9ljj31hc140qkv.jpg', 'https://wx1.sinaimg.cn/large/00697sMQgy1hbvd5rsz30j31401hcqlb.jpg', 'https://wx1.sinaimg.cn/large/00697sMQgy1hbvcry9qszj31zv1hw7wh.jpg', 'https://wx1.sinaimg.cn/large/00697sMQgy1hbvcrw9mz9j32bc3fxu0x.jpg']",,
4877944738021908,MwHHjxERC,2312922460,是日夏茗Ethereal,#2023考研国家线公布#在无人在意的角落里哲学涨了9分这是合理的吗你可以说它本来线就不高但是不管是一志愿还是调剂不超过国家线四五十分基本没学上,,,,2023考研国家线公布,0,3,7,2023-03-11 03:21,OPPO A92s,,,
4877944563171411,MwHH2dj1N,7584010510,-锦瑟流年-,#从录取率来看考研难度超过高考#为什么考研难度增加，难道不是就业所导致的吗？本科毕业可以找到心仪的工作与薪酬，会有多少人选择继续攻读（科研、医学除外）上岸人，说一句：保研易于考研，加油吧！#2023考研国家线公布#,,,,"从录取率来看考研难度超过高考,2023考研国家线公布",0,0,7,2023-03-11 03:21,iPhone 13 Pro,,,
4877944541151692,MwHH04PBG,1573996724,加里宁罗勒,楚天以南，这本对我们科研民工特别不好。点开就是做科研，发论文，上课，调研，考研保研，学阀门派，人情世故，走关系，乱搞女学生……理解作者有立意想表达，也很真实，但它真的太真实了，什么人间惨剧啊，这不就是我周围的环境吗，除了没乱搞女学生其他每一条都可以拐个弯然后美美代入我的b人生，对我不好，我真的立刻狠狠养胃，ptsd了，愤愤关掉再也不要打开。,,,,,0,0,1,2023-03-11 03:21,iPhone客户端,,,
4877944344281187,MwHGGhXJp,7452415842,八百斤的设计师要努力,我是第1位申请创建大连工业考研的粉丝，还差4位满足申请条件，助力创建人数越多，开通几率越大！大家快来戳这里→http://t.cn/A6CCk4AC帮我加快创建速度吧~,,,,,0,0,0,2023-03-11 03:20,超话,,,
4877944306008612,MwHGCpd76,5773863688,麦嘉道年,#从录取率来看考研难度超过高考#我睡不着,,,,从录取率来看考研难度超过高考,0,1,1,2023-03-11 03:20,,,,
4877943975969445,MwHG5p2Vn,5468389863,翻斗花园小王子,#2023福建考研国家线公布#😯😯😯,,,,2023福建考研国家线公布,0,0,0,2023-03-11 03:18,iPhone客户端,,,
4877531151338085,MwwWf5C61,6476137035,凤舞团团团团饼,东南大学考研机构或者督学都来找我吧24考研设计学,,,,,0,7,2,2023-03-09 23:58,东南大学超话,,,
4877531151598292,MwwWf6HMU,6259451111,Vvimmloopp,如果不考研真要好好珍惜自己的校园生活喽以后没机会再像这样上课啦,,,,,0,0,1,2023-03-09 23:58,HarmonyOS设备,,,
4877531121455164,MwwWc66yo,5651947378,一朵可爱葵呀,华侨大学考研求问华侨大学法学学硕卷吗？压不压分？题目难度怎么样啊？感谢各位学长学姐的回答,,,,,0,5,1,2023-03-09 23:58,华侨大学考研超话,,,
4877531108345872,MwwWaz18Q,6878982925,马上长头发,好久没来微博“无病呻吟”了，四天过去了，还是蛮充实的，也想谢谢考研这件事充实了我的生活。,,,,,0,0,0,2023-03-09 23:58,HUAWEI P40 5G,,,
4877531104416197,MwwWaiwQZ,1928844051,ANAee-,考研的时候吐了50天瘦到90斤现在还有半年就开始吐其实体重就没有96斤真的会谢,,,,,0,0,1,2023-03-09 23:58,iPhone客户端,,,
4877531079775375,MwwW7F11l,5881005289,呆萌小可爱violet,#公卫考研##公共卫生考研##353卫生综合#公卫考研学习打卡，Day3，继续开始学习啦，今天是开始资料学习的第三天，加油，坚持住,,,,"公共卫生考研,353卫生综合",0,1,0,2023-03-09 23:58,nova7你在焦点在,['https://wx3.sinaimg.cn/large/006q0681ly1hbu1tdqtzwj32o03k0kjm.jpg'],,
4877531029177098,MwwW2CvnI,7194323725,LKAOLO,华南农业大学考研有木有工商管理学硕上岸的师兄师姐，想咨询一些问题,,,,,0,1,0,2023-03-09 23:58,华南农业大学考研超话,,,
4877531011876514,MwwW17Sam,6527617967,2023研究生预备选手,打了一下午乒乓球🏓️，本来10点半已经上床闭眼睛准备睡了，本科老师关心考研情况，两条企业微信直接给我emo啦，感叹学术圈好复杂。结果一打开微博看，发现热搜更复杂….,,,,,0,0,0,2023-03-09 23:57,iPhone客户端,,,
4877531008468200,MwwW0zwXS,7029315775,吼31361,福建师范大学考研自然地理学634和人文地理学842考研，初试复试皆有,,,,,0,0,0,2023-03-09 23:57,福建师范大学考研超话,,,
4877530987499220,MwwVYvsTa,5587900330,野生流浪艺术家,有没有宠物学校要我啊，不要本科我去考研,,,,,0,0,0,2023-03-09 23:57,iPhone 12 Pro Max,,,
4877995682824629,MwJ1ubQOx,6984645902,橙蟹品鹤上来,#蓝色生命线##曲阜师范女大学生考研前期确诊血癌#涓滴之水成海洋，我在“大四女孩考研前夕患血癌”项目捐款成功！携手@橙蟹品鹤上来，凝聚颗颗爱心点燃更多希望。@诸城善德公益服务中心http://t.cn/A6CS5YBI,,,"橙蟹品鹤上来,诸城善德公益服务中心http","蓝色生命线,曲阜师范女大学生考研前期确诊血癌",0,0,0,2023-03-11 06:44,微公益,,,
4877995631968808,MwJ1p8gaY,6861390920,32号就减肥啦,考研调剂有没有想调基础医学的，我们开个群一起冲！！！L32号就减肥啦的微博视频,,,,,0,0,0,2023-03-11 06:44,考研调剂超话,,"http://f.video.weibocdn.com/o0/a45rHklFlx083Mbl6CU0010412002Tdt0E010.mp4?label=mp4_720p&template=720x1006.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1678693780&ssig=CsZLSnc8gV&KID=unistore,video",
4877995590288139,MwJ1l1cXp,7578666301,用户7578666301,华南师范大学考研蹲一个马院的同学,,,,,0,0,0,2023-03-11 06:44,华南师范大学考研超话,,,
4877995589763715,MwJ1kEXZh,5603110054,熠k嘤韬潇丸子,如影随学教育学考研311教育学考研考研打卡群回收二战/多战心碎人24新人也可来点备考教育学的姐妹今年没吃到几个人感觉抓人好难orz每周保证四到五天学习会给打卡完成的比较好的姐妹小礼物/奶茶群里只起督促作用姐妹想好再进希望大家都能上岸评论私聊,,,,,1,7,0,2023-03-11 06:44,如影随学超话,,,
4877995581899520,MwJ1k7Y9q,7716707053,齐都小邢,#历史学考研#我去，一夜了，热搜居然还在,,,,历史学考研,0,1,4,2023-03-11 06:43,Note 9 Pro 一亿像素,,,
4877995564597715,MwJ1iji4H,5249979200,汉阴检察,早安𝙂𝙤𝙤𝙙𝙢𝙤𝙧𝙣𝙞𝙣𝙜迎风而上，与光同行去种下属于自己的太阳#2023考研国家线公布##甲流高发期如何做好防护#,,,,"2023考研国家线公布,甲流高发期如何做好防护",1,88,48,2023-03-11 06:43,早安超话,['https://wx4.sinaimg.cn/large/005JinpSly1hbvj5x6mlbj33402c0kjo.jpg'],,
4877995410719845,MwJ1331gp,6318081207,子恒学长工作室,2023年考研国家线解读教育类专硕总分线为350分，政治、英语单科分数线均为51分，两门专业课单科分数线均为77分。教育类学硕总分线为350分，政治、英语单科分数线均为51分，只考一门专业课（满分300），专业课单科线为153分。中国史总分线为336分，政治、英语单科分数线为46分，只考一门专业课（满分300），专业课单科分数线为138分。马克思主义理论总分线为326分，政治、英语单科线为45分，两门专业课单科分数线为68分。,,,,,0,0,1,2023-03-11 06:43,nova 9 精彩由我摄定,"['https://wx4.sinaimg.cn/large/006TA1xBly1hbvj59ufykj30sb0nl48o.jpg', 'https://wx2.sinaimg.cn/large/006TA1xBly1hbvj5ac3wzj30s50nsk1c.jpg']",,
4877995279386228,MwJ0PDnMM,7338407086,教育学考研小新学长,2023年考研国家线解读教育类专硕总分线为350分，政治、英语单科分数线均为51分，两门专业课单科分数线均为77分。教育类学硕总分线为350分，政治、英语单科分数线均为51分，只考一门专业课（满分300），专业课单科线为153分。中国史总分线为336分，政治、英语单科分数线为46分，只考一门专业课（满分300），专业课单科分数线为138分。马克思主义理论总分线为326分，政治、英语单科线为45分，两门专业课单科分数线为68分。,,,,,0,0,0,2023-03-11 06:42,HarmonyOS设备,"['https://wx2.sinaimg.cn/large/0080DcUCly1hbvj4qssi4j30sb0nln7f.jpg', 'https://wx1.sinaimg.cn/large/0080DcUCly1hbvj4r951vj30s50ns12t.jpg']",,
4877995167187442,MwJ0Eu9Mu,7710096169,哆啦A梦0689,2023年考研国家线解读教育类专硕总分线为350分，政治、英语单科分数线均为51分，两门专业课单科分数线均为77分。教育类学硕总分线为350分，政治、英语单科分数线均为51分，只考一门专业课（满分300），专业课单科线为153分。中国史总分线为336分，政治、英语单科分数线为46分，只考一门专业课（满分300），专业课单科分数线为138分。马克思主义理论总分线为326分，政治、英语单科线为45分，两门专业课单科分数线为68分。,,,,,0,0,0,2023-03-11 06:42,HarmonyOS设备,"['https://wx2.sinaimg.cn/large/008pMMdPly1hbvj49fz9oj30sb0nlk1k.jpg', 'https://wx3.sinaimg.cn/large/008pMMdPly1hbvj49tfirj30s50nsqcw.jpg']",,
4877995073864102,MwJ0vgdee,6411496586,真的是糯米团子呐,昆明理工大学考研蹲一个马哲专业的学长学姐，想咨询一下调剂的,,,,,0,1,1,2023-03-11 06:41,昆明理工大学考研超话,,,
4877969967022626,MwIm0tsUa,2299490191,十加鸩,上海师范大学心理健康教育考研有准备24考上海师范大学心理健康教育专业的嘛？,,,,,0,1,0,2023-03-11 05:02,上海师范大学心理健康教育考研超话,,,
4877969670275320,MwIlx19CE,6330570807,卡磁卡磁yy,考研政治徐涛【考研打卡】Day17,,,,,0,0,0,2023-03-11 05:01,考研政治徐涛超话,['https://wx2.sinaimg.cn/large/006UqqELgy1hbvg6uabgoj30u01400v4.jpg'],,
4877969670013172,MwIlx03qs,5567786942,雾里看花等晴天,你为梦想而来，众创为你而存在。二战考研+寄宿考研高端安静独立的学习场地舒适干净整洁的住宿环境味美价廉种类多的食堂饭菜青岛寄宿考研为你的梦想插上飞翔的翅膀。赫老师：18766394758侯费无奈道：“大哥，当初在雪鱼岛没来逆央境，谁知道要在极地寒域整整走了三年多，我和杂毛鸟一开始估计探索逆央境，也就一年半载。如果真的只是一年半载。我和杂毛鸟飞升当然要等到离开逆央境之后。可是在极地寒域时间太长了”,,,,,0,0,0,2023-03-11 05:01,微博网页版,"['https://wx1.sinaimg.cn/large/0064NRJcly1hbr8yar6d8j30u013y7f6.jpg', 'https://wx3.sinaimg.cn/large/0064NRJcly1hbr8ybt1eoj30u0140tj5.jpg', 'https://wx2.sinaimg.cn/large/0064NRJcly1hbr8z79bcwj30u0140anf.jpg']",,
4877969422549508,MwIl8aHf6,6617957427,法硕资料小王子,江西财经大学法硕非法学法硕#法硕考研#,,,,法硕考研,0,3,5,2023-03-11 05:00,微博网页版,['https://wx4.sinaimg.cn/large/007dSh2Pgy1hbv90nkf05j30cl093q4f.jpg'],,
4877943941628381,MwHG26PCd,7627862290,呱呱呱呱小冬瓜,青岛考研寄宿&众创寄宿考研容纳5000人备考，规模大有保障吃住学一体，考研、考公、考编都可以高三般备考氛围，大学式生活环境VV;sdzc0902(去掉嘀我)客人，她不好找老安人，就去找了三叔父。”三年之后，有个在苦庵寺修行的居士喝要了，把那居士赶出家门的丈夫却联同居士的娘家人来寺里闹，说是寺里逼要了居士。当时这件事在临安城动静还挺大的，很多临安城的人就是因为这件事才知道原来天目山脚下还有个苦庵,,,,,0,0,1,2023-03-11 03:18,微博网页版,"['https://wx4.sinaimg.cn/large/008kdJqWly1hbvd8fbdjaj30u014048w.jpg', 'https://wx2.sinaimg.cn/large/008kdJqWly1hbvd8g75l4j30u0140gt7.jpg', 'https://wx1.sinaimg.cn/large/008kdJqWly1hbvd8gsjvyj30u01cujwd.jpg', 'https://wx3.sinaimg.cn/large/008kdJqWly1hbvd8hf4ptj30u016etd5.jpg']",,
4877943865606577,MwHFUnwwF,6614099646,KwongYip,考公考研就业创业为钱或为权人活一世的意义又是为了什么我只想像朵云般不受约束从天的这边飘到天的那边..,,,,,0,5,15,2023-03-11 03:18,iPhone客户端,['https://wx4.sinaimg.cn/large/007dC5sygy1hbvd7ah6u0j30u00u00wi.jpg'],,
4877943652745848,MwHFzbwjS,5396716466,缉凶今天更新了吗,#历史学考研#这有什么值得上热搜的吗我知道我苦，不要再大张旗鼓提醒我了好不啦,,,,历史学考研,0,0,5,2023-03-11 03:17,OPPO Reno6 Pro 5G,,,
4877943429660790,MwHFcExdc,7028790470,念兹在兹_无日或忘,#历史学考研#纪念一下2022年的成绩也是一个在追求热爱道路上耕耘过的纯爱战士,,,,历史学考研,0,4,37,2023-03-11 03:16,Redmi Note 11 Pro,['https://wx3.sinaimg.cn/large/007FG5uely1hbvd5fful1j30u00mtn6y.jpg'],,
4877943413932602,MwHFbgv34,6601124098,--寻物启事,考研要把我弄疯了我睡不着,,,,,0,0,0,2023-03-11 03:16,iPhone客户端,,,
4877943333978313,MwHF3gGWl,5262451083,任平生uu_,2023考研人结束🔚成绩发布已有半个多月了哭过迷茫难受反思国家线也出来了艺术还是没有降分数反而再升上一分我想很多人看过之后不会再说艺术简单再也不是别人口中的不就是学艺术的吗文化课分数低学艺术的没有学纯文理的强感叹艺术生的努力和强大人生不是因为这一件事决定于此我想我已经很勇敢了跨出去了一步没有选择考研我也不会认识政治徐涛老师腿姐就是陆寓丰大牙老师以及英语老师唐迟颉斌斌石雷鹏等我觉得我一定是收获了一些东西也学到了很多更是因此接触了这些很优秀的老师们谢谢他们的陪伴也不是完全没有得到一些结果也看到了一些成绩并不是毫无收获往前走勇敢做自己去做去努力去争取去奋斗至少我敢去尝试自己的决定也完完整整的走过来了下一步还是继续往前走车到山前必有路该迷茫迷茫我想总会在某个时候就会知道自己到底想要什么想了就去做怕吗？怕。可是还是敢去做因为才22岁半夜的流水账可能是因为喝了一杯碧螺知春拿铁☕️睡晚安各位。,,,,,0,4,3,2023-03-11 03:16,iPhone客户端,"['https://wx2.sinaimg.cn/large/005K8HVhly1hbvd33i1r8j30u0140qaf.jpg', 'https://wx2.sinaimg.cn/large/005K8HVhly1hbvd1a03xnj30u017ljx9.jpg']",,
4877943056630522,MwHEBrOTU,6273390787,夸夸小夸,考研复习都没这么努力三点了我还在学习易经🙏,,,,,0,0,0,2023-03-11 03:15,Redmi Note 8 Pro四摄,,,
4877942817292930,MwHEduBdU,5674392526,洛伊dimly,#历史学考研#在热搜学到了一个词主打的就是一个小众轻奢历史学,,,,历史学考研,0,1,2,2023-03-11 03:14,nova8 我由我掌镜,,,
4877942779543718,MwHE9E2KW,2267808137,memory-love大金子,#湖南大学考研成绩#招19个，排名26有希望进复试吗,,,,湖南大学考研成绩,0,3,0,2023-03-11 03:14,OPPO Reno5 K 5G,,,
4877942762504256,MwHE8avte,5264253315,月亮不是隐喻,新传考研武汉大学收武汉大学新传学硕参考书，纸质版优先。,,,,,0,3,1,2023-03-11 03:14,新传考研超话,,,
4877530970456515,MwwVX1UL9,6252374985,迦南catherine,中传考研中传材料评议83.7分..复试面试91分，可带现当代文学，创意写作复试面试和复试笔试(今年有可能线下），有往年代课经验，有模拟面试材料评议指导科研设想写作指导，复试面试笔试真题训练，学员已上岸，一直兼知名中传考研机构的复试老师，有需微博私聊中传考研#中传考研##中传#有需783.883初试辅导可私聊，只要好好听课，按时提交练习作业，可保证主题写作上125分中传考研,,,,"中传考研,中传",0,0,0,2023-03-09 23:57,中传考研超话,,,
4877530953159392,MwwVVdfTW,7306307970,快乐不好吗1988,#国家线#文学300分我倒立洗头哈哈哈我当然知道不可能新传考研,,,,国家线,0,4,3,2023-03-09 23:57,nova7Pro你在焦点在,,,
4877530928776258,MwwVSAP6y,7688172467,北北每天说了啥,要考研别让我内耗说不明白就不用互相影响,,,,,0,0,0,2023-03-09 23:57,博肖送的Android,,,
4877530924324239,MwwVSi8VN,6894901027,嘿嘿啦啦啦啦啦啦,兰州大学考研纠结文学院和管理学院本科双非一本,,,,,0,0,0,2023-03-09 23:57,兰州大学考研超话,,,
4877530898894013,MwwVPBjJP,7518747975,廊坊师范学院理学院学生会,✨✨考研历程，苦；此生拥有过，足！为向理学院学子提供考研方向和志愿指导，我院特于3月8日在人文楼501面向理学院全体学生开展研究生宣讲活动。🍀🍀理学院数学系副主任宛凌宇老师首先向大家介绍了今天的主讲人——河北地质大学康娜教授。此次宣讲康娜教授主要为大家介绍以下四部分内容：学院简介、专业介绍、考试科目、考试参考书的选择。宣讲中，康娜教授向同学们展示了河北地质大学硕士点的教学资源和优秀导师团队，同时展现了河北地质大学高度重视数学与信息专业，并且康纳教授介绍了调和分析和动力系统、量子信息和量子计算等研究方向，让同学们更加了解自己想要学习专业的研究方向。在宣讲的最后，康娜教授耐心解答了同学们提出的一些问题，让同学们受益匪浅！💪💪本次宣讲生动细致，为准备考研的理学院学子提供了方向、志愿指引，帮助理学院学子更好的走好考研路，走稳考研路，选择自己最好的未来。少年不惧岁月长，彼方尚有荣光在，祝愿理学院学子都能成功上岸！,,,,,0,0,0,2023-03-09 23:57,iPhone客户端,"['https://wx2.sinaimg.cn/large/008cPTODly1hbu1s8ql91j33401rbkjl.jpg', 'https://wx2.sinaimg.cn/large/008cPTODly1hbu1sdypfwj32vk25okjm.jpg', 'https://wx2.sinaimg.cn/large/008cPTODly1hbu1sfz3umj33402c04qq.jpg', 'https://wx3.sinaimg.cn/large/008cPTODly1hbu1shes5aj332m1doe81.jpg', 'https://wx3.sinaimg.cn/large/008cPTODly1hbu1s6cv0xj32p71ueqv5.jpg', 'https://wx4.sinaimg.cn/large/008cPTODly1hbu1sj8xhtj32z01pwu0x.jpg']",,
4877530873729208,MwwVNfE8w,7237566346,Maybe24-星瑜,考研有一起拼阔智考研复试刷刷刷的嘛，三人拼团！内有调剂信息，还有模拟面试#考研复试#,,,,考研复试,0,1,0,2023-03-09 23:57,考研超话,['https://wx4.sinaimg.cn/large/007TO5D4ly1hbu1sjq0f4j30u01uok05.jpg'],,
4877530840959515,MwwVK41C3,2738994162,北斗星下的影子c_28,医客医学考研亮哥单词✅07text4✅视频✅,,,,,0,0,0,2023-03-09 23:57,医客医学考研亮哥超话,,,
4877530769918272,MwwVCFCc8,3108875001,左衽艺术联盟,#北服考研#🎊🎉北服考研全新课🔴前50名报名赠送内部服装史红宝书🔴120课时手绘课免费赠送提前学习🔴500+课时全程为你上岸保驾护航🔴一战不过，二、三战可免费再学！🔴三人团9.5折，五人团9折🔴1v1答疑与不定期模拟考测试hz,,,,北服考研,0,0,0,2023-03-09 23:56,iPhone客户端,"['https://wx1.sinaimg.cn/large/b94daaf9ly1hbu1rvplhej20ql19sdvb.jpg', 'https://wx4.sinaimg.cn/large/b94daaf9ly1hbu1rx05j7j20ql6c91ky.jpg', 'https://wx3.sinaimg.cn/large/b94daaf9ly1hbu1ryghaqj20qm6c9u0x.jpg', 'https://wx1.sinaimg.cn/large/b94daaf9ly1hbu1s03lvdj20ql6c91ky.jpg', 'https://wx3.sinaimg.cn/large/b94daaf9ly1hbu1s1iwupj20ql6bkx6p.jpg', 'https://wx3.sinaimg.cn/large/b94daaf9ly1hbu1s4tevcj20ql6bkkjl.jpg', 'https://wx3.sinaimg.cn/large/b94daaf9ly1hbu1s3c3kuj20qp6bue81.jpg', 'https://wx2.sinaimg.cn/large/b94daaf9ly1hbu1s6yfuzj20qo6c17wi.jpg', 'https://wx1.sinaimg.cn/large/b94daaf9ly1hbu1ruvpuij20qo6chb2a.jpg']",,
4877530747900625,MwwVAx9jr,6657559704,happy奉一,好快啊，以往都是看着别人考研，今年就要到自己了。我会去哪里呢？,,,,,0,0,0,2023-03-09 23:56,iPad air,,,
4877530711199681,MwwVx525H,5936453997,喜欢薄荷的小葛,暨南大学双非24考研药学，有没有上岸的学长学姐可以分享一些建议和信息吗,,,,,0,7,2,2023-03-09 23:56,暨南大学超话,,,
4877995029037410,MwJ0qBV2G,7765460456,苏师子恒学长,2023年考研国家线解读教育类专硕总分线为350分，政治、英语单科分数线均为51分，两门专业课单科分数线均为77分。教育类学硕总分线为350分，政治、英语单科分数线均为51分，只考一门专业课（满分300），专业课单科线为153分。中国史总分线为336分，政治、英语单科分数线为46分，只考一门专业课（满分300），专业课单科分数线为138分。马克思主义理论总分线为326分，政治、英语单科线为45分，两门专业课单科分数线为68分。,,,,,0,2,1,2023-03-11 06:41,HarmonyOS设备,"['https://wx3.sinaimg.cn/large/008tx50cly1hbvj3oqszwj30sb0nlgvr.jpg', 'https://wx1.sinaimg.cn/large/008tx50cly1hbvj3p9m1fj30s50nsdpr.jpg']",,
4877994989979042,MwJ0mFS0i,5983126746,努力打工为了补牙的张小胖,#今年考研会扩招吗#扩招的结果就是三年后你会发现你竟然比三年前更不值钱找工作没人要,,,,今年考研会扩招吗,0,4,8,2023-03-11 06:41,华晨宇的火星人,,,
4877994960880264,MwJ0k3GZO,5707338262,长江可可,#2023考研国家线公布#愿学子们能够成功上岸,,,,2023考研国家线公布,0,0,0,2023-03-11 06:41,Android,,,
4877994843440565,MwJ08er2Z,6307900090,hudkjismkjahhkzkdjdjskksk,爹的考研都没起这么早,,,,,0,0,0,2023-03-11 06:41,iPhone客户端,,,
4877994642899450,MwIZOcahk,6404817629,良师益友小教授,今天有大型考试，打了一个车。司机说我家孩子一个双一流的，考985没进入复试，孩子不想逆向考研，不#调剂#了，以后工作了再考。我笑而不语，何为逆向考研，双非院校的研究生没人读了?双非院校的研究生找不到工作了?双非的研究生不比末流双一流本科强?#考研#导师很重要、学校学科很重要，综合因素很多，而不是单纯的一个逆向。你先有学上了再说，而不是浪费过#2023考研国家线公布#机会。,,,,"调剂,考研,2023考研国家线公布",0,0,2,2023-03-11 06:40,Redmi Note 11 Pro+,,,
4877994545381433,MwIZEmzXj,5610941961,山河不入梦-,我不考研啦！这条路我走不通。,,,,,0,0,0,2023-03-11 06:39,,,,
4877994394911390,MwIZpkBFY,5238620842,李哈哈哈哈__,#2023考研国家线公布#好像白开心一场，超了国家线10，好像进不了复试，不知道国家线这么低的意思是？扩招吗我不太理解,,,,2023考研国家线公布,0,0,2,2023-03-11 06:39,iPhone客户端,,,
4877994327802708,MwIZiwJQ8,5292230277,小黑一点也不凶,苏州大学想找一下应用心理专硕上岸的学长学姐！我是24考研是二战跨考,,,,,0,6,0,2023-03-11 06:38,苏州大学超话,,,
4877994265149627,MwIZclBEv,7694119099,小张在努力呀z,#今年考研会扩招吗#扩吧扩吧，把研究生也卷成白菜价，大家都有光明的未来,,,,今年考研会扩招吗,0,0,7,2023-03-11 06:38,vivo X90,,,
